x-axis,4
second,Volt
+5.60460000E-03,+799.49746467E-03
+5.60464000E-03,+799.49746467E-03
+5.60468000E-03,+784.10801760E-03
+5.60472000E-03,+794.78640945E-03
+5.60476000E-03,+799.49746467E-03
+5.60480000E-03,+784.10801760E-03
+5.60484000E-03,+794.78640945E-03
+5.60488000E-03,+784.10801760E-03
+5.60492000E-03,+794.78640944E-03
+5.60496000E-03,+768.71857053E-03
+5.60500000E-03,+790.07535422E-03
+5.60504000E-03,+799.49746467E-03
+5.60508000E-03,+784.10801760E-03
+5.60512000E-03,+779.39696237E-03
+5.60516000E-03,+779.39696237E-03
+5.60520000E-03,+764.00751530E-03
+5.60524000E-03,+774.68590715E-03
+5.60528000E-03,+779.39696237E-03
+5.60532000E-03,+779.39696237E-03
+5.60536000E-03,+779.39696237E-03
+5.60540000E-03,+764.00751531E-03
+5.60544000E-03,+759.29646008E-03
+5.60548000E-03,+774.68590715E-03
+5.60552000E-03,+764.00751531E-03
+5.60556000E-03,+759.29646008E-03
+5.60560000E-03,+774.68590715E-03
+5.60564000E-03,+748.61806824E-03
+5.60568000E-03,+739.19595778E-03
+5.60572000E-03,+739.19595778E-03
+5.60576000E-03,+723.80651071E-03
+5.60580000E-03,+734.48490255E-03
+5.60584000E-03,+723.80651071E-03
+5.60588000E-03,+734.48490255E-03
+5.60592000E-03,+754.58540485E-03
+5.60596000E-03,+743.90701301E-03
+5.60600000E-03,+739.19595778E-03
+5.60604000E-03,+723.80651071E-03
+5.60608000E-03,+719.09545548E-03
+5.60612000E-03,+734.48490255E-03
+5.60616000E-03,+739.19595778E-03
+5.60620000E-03,+739.19595778E-03
+5.60624000E-03,+723.80651071E-03
+5.60628000E-03,+719.09545548E-03
+5.60632000E-03,+734.48490255E-03
+5.60636000E-03,+723.80651071E-03
+5.60640000E-03,+719.09545548E-03
+5.60644000E-03,+719.09545548E-03
+5.60648000E-03,+734.48490255E-03
+5.60652000E-03,+723.80651071E-03
+5.60656000E-03,+719.09545548E-03
+5.60660000E-03,+719.09545548E-03
+5.60664000E-03,+719.09545548E-03
+5.60668000E-03,+719.09545548E-03
+5.60672000E-03,+703.70600842E-03
+5.60676000E-03,+714.38440025E-03
+5.60680000E-03,+703.70600842E-03
+5.60684000E-03,+714.38440025E-03
+5.60688000E-03,+719.09545548E-03
+5.60692000E-03,+703.70600842E-03
+5.60696000E-03,+698.99495319E-03
+5.60700000E-03,+698.99495319E-03
+5.60704000E-03,+714.38440025E-03
+5.60708000E-03,+719.09545548E-03
+5.60712000E-03,+719.09545548E-03
+5.60716000E-03,+703.70600842E-03
+5.60720000E-03,+698.99495319E-03
+5.60724000E-03,+698.99495319E-03
+5.60728000E-03,+714.38440025E-03
+5.60732000E-03,+719.09545548E-03
+5.60736000E-03,+719.09545548E-03
+5.60740000E-03,+719.09545548E-03
+5.60744000E-03,+703.70600842E-03
+5.60748000E-03,+714.38440025E-03
+5.60752000E-03,+703.70600842E-03
+5.60756000E-03,+698.99495319E-03
+5.60760000E-03,+714.38440025E-03
+5.60764000E-03,+703.70600842E-03
+5.60768000E-03,+714.38440025E-03
+5.60772000E-03,+719.09545548E-03
+5.60776000E-03,+719.09545548E-03
+5.60780000E-03,+719.09545548E-03
+5.60784000E-03,+719.09545548E-03
+5.60788000E-03,+703.70600842E-03
+5.60792000E-03,+714.38440025E-03
+5.60796000E-03,+719.09545548E-03
+5.60800000E-03,+719.09545548E-03
+5.60804000E-03,+719.09545548E-03
+5.60808000E-03,+719.09545548E-03
+5.60812000E-03,+703.70600842E-03
+5.60816000E-03,+714.38440025E-03
+5.60820000E-03,+719.09545548E-03
+5.60824000E-03,+703.70600842E-03
+5.60828000E-03,+714.38440025E-03
+5.60832000E-03,+719.09545548E-03
+5.60836000E-03,+734.48490254E-03
+5.60840000E-03,+723.80651072E-03
+5.60844000E-03,+719.09545548E-03
+5.60848000E-03,+719.09545548E-03
+5.60852000E-03,+734.48490254E-03
+5.60856000E-03,+723.80651072E-03
+5.60860000E-03,+734.48490254E-03
+5.60864000E-03,+723.80651072E-03
+5.60868000E-03,+719.09545548E-03
+5.60872000E-03,+719.09545548E-03
+5.60876000E-03,+734.48490254E-03
+5.60880000E-03,+739.19595778E-03
+5.60884000E-03,+739.19595778E-03
+5.60888000E-03,+723.80651072E-03
+5.60892000E-03,+734.48490254E-03
+5.60896000E-03,+739.19595778E-03
+5.60900000E-03,+739.19595778E-03
+5.60904000E-03,+739.19595778E-03
+5.60908000E-03,+739.19595778E-03
+5.60912000E-03,+723.80651072E-03
+5.60916000E-03,+734.48490254E-03
+5.60920000E-03,+739.19595778E-03
+5.60924000E-03,+723.80651072E-03
+5.60928000E-03,+734.48490254E-03
+5.60932000E-03,+739.19595778E-03
+5.60936000E-03,+739.19595778E-03
+5.60940000E-03,+769.97485189E-03
+5.60944000E-03,+748.61806826E-03
+5.60948000E-03,+754.58540484E-03
+5.60952000E-03,+743.90701302E-03
+5.60956000E-03,+739.19595778E-03
+5.60960000E-03,+739.19595778E-03
+5.60964000E-03,+739.19595778E-03
+5.60968000E-03,+739.19595778E-03
+5.60972000E-03,+739.19595778E-03
+5.60976000E-03,+754.58540484E-03
+5.60980000E-03,+759.29646008E-03
+5.60984000E-03,+743.90701302E-03
+5.60988000E-03,+754.58540484E-03
+5.60992000E-03,+743.90701302E-03
+5.60996000E-03,+739.19595778E-03
+5.61000000E-03,+754.58540484E-03
+5.61004000E-03,+759.29646008E-03
+5.61008000E-03,+759.29646008E-03
+5.61012000E-03,+774.68590713E-03
+5.61016000E-03,+748.61806827E-03
+5.61020000E-03,+769.97485189E-03
+5.61024000E-03,+764.00751532E-03
+5.61028000E-03,+759.29646008E-03
+5.61032000E-03,+774.68590713E-03
+5.61036000E-03,+779.39696237E-03
+5.61040000E-03,+779.39696237E-03
+5.61044000E-03,+779.39696237E-03
+5.61048000E-03,+779.39696237E-03
+5.61052000E-03,+764.00751532E-03
+5.61056000E-03,+759.29646008E-03
+5.61060000E-03,+774.68590713E-03
+5.61064000E-03,+764.00751532E-03
+5.61068000E-03,+774.68590713E-03
+5.61072000E-03,+764.00751532E-03
+5.61076000E-03,+790.07535418E-03
+5.61080000E-03,+784.10801762E-03
+5.61084000E-03,+779.39696237E-03
+5.61088000E-03,+764.00751532E-03
+5.61092000E-03,+774.68590713E-03
+5.61096000E-03,+779.39696237E-03
+5.61100000E-03,+779.39696237E-03
+5.61104000E-03,+764.00751532E-03
+5.61108000E-03,+774.68590713E-03
+5.61112000E-03,+810.17585648E-03
+5.61116000E-03,+804.20851992E-03
+5.61120000E-03,+784.10801762E-03
+5.61124000E-03,+779.39696237E-03
+5.61128000E-03,+779.39696237E-03
+5.61132000E-03,+794.78640943E-03
+5.61136000E-03,+784.10801762E-03
+5.61140000E-03,+794.78640943E-03
+5.61144000E-03,+784.10801762E-03
+5.61148000E-03,+794.78640943E-03
+5.61152000E-03,+799.49746467E-03
+5.61156000E-03,+799.49746467E-03
+5.61160000E-03,+799.49746467E-03
+5.61164000E-03,+799.49746467E-03
+5.61168000E-03,+799.49746467E-03
+5.61172000E-03,+784.10801762E-03
+5.61176000E-03,+794.78640942E-03
+5.61180000E-03,+799.49746467E-03
+5.61184000E-03,+814.88691172E-03
+5.61188000E-03,+804.20851992E-03
+5.61192000E-03,+799.49746467E-03
+5.61196000E-03,+799.49746467E-03
+5.61200000E-03,+814.88691172E-03
+5.61204000E-03,+788.81907287E-03
+5.61208000E-03,+810.17585647E-03
+5.61212000E-03,+804.20851992E-03
+5.61216000E-03,+814.88691172E-03
+5.61220000E-03,+804.20851992E-03
+5.61224000E-03,+814.88691172E-03
+5.61228000E-03,+804.20851992E-03
+5.61232000E-03,+814.88691172E-03
+5.61236000E-03,+819.59796697E-03
+5.61240000E-03,+804.20851992E-03
+5.61244000E-03,+814.88691172E-03
+5.61248000E-03,+819.59796697E-03
+5.61252000E-03,+819.59796697E-03
+5.61256000E-03,+819.59796697E-03
+5.61260000E-03,+819.59796697E-03
+5.61264000E-03,+819.59796697E-03
+5.61268000E-03,+834.98741402E-03
+5.61272000E-03,+824.30902222E-03
+5.61276000E-03,+819.59796697E-03
+5.61280000E-03,+834.98741402E-03
+5.61284000E-03,+839.69846927E-03
+5.61288000E-03,+839.69846927E-03
+5.61292000E-03,+839.69846927E-03
+5.61296000E-03,+855.08791631E-03
+5.61300000E-03,+829.02007747E-03
+5.61304000E-03,+819.59796697E-03
+5.61308000E-03,+834.98741402E-03
+5.61312000E-03,+824.30902222E-03
+5.61316000E-03,+819.59796697E-03
+5.61320000E-03,+819.59796697E-03
+5.61324000E-03,+834.98741401E-03
+5.61328000E-03,+839.69846927E-03
+5.61332000E-03,+824.30902222E-03
+5.61336000E-03,+834.98741401E-03
+5.61340000E-03,+839.69846927E-03
+5.61344000E-03,+839.69846927E-03
+5.61348000E-03,+824.30902222E-03
+5.61352000E-03,+834.98741401E-03
+5.61356000E-03,+839.69846927E-03
+5.61360000E-03,+839.69846927E-03
+5.61364000E-03,+824.30902222E-03
+5.61368000E-03,+834.98741401E-03
+5.61372000E-03,+839.69846927E-03
+5.61376000E-03,+824.30902222E-03
+5.61380000E-03,+834.98741401E-03
+5.61384000E-03,+824.30902222E-03
+5.61388000E-03,+834.98741401E-03
+5.61392000E-03,+839.69846927E-03
+5.61396000E-03,+839.69846927E-03
+5.61400000E-03,+839.69846927E-03
+5.61404000E-03,+824.30902222E-03
+5.61408000E-03,+834.98741401E-03
+5.61412000E-03,+839.69846927E-03
+5.61416000E-03,+824.30902222E-03
+5.61420000E-03,+819.59796697E-03
+5.61424000E-03,+834.98741401E-03
+5.61428000E-03,+824.30902222E-03
+5.61432000E-03,+834.98741401E-03
+5.61436000E-03,+824.30902222E-03
+5.61440000E-03,+804.20851993E-03
+5.61444000E-03,+814.88691171E-03
+5.61448000E-03,+819.59796697E-03
+5.61452000E-03,+804.20851993E-03
+5.61456000E-03,+799.49746467E-03
+5.61460000E-03,+799.49746467E-03
+5.61464000E-03,+799.49746467E-03
+5.61468000E-03,+799.49746467E-03
+5.61472000E-03,+784.10801763E-03
+5.61476000E-03,+794.78640942E-03
+5.61480000E-03,+784.10801763E-03
+5.61484000E-03,+794.78640942E-03
+5.61488000E-03,+799.49746467E-03
+5.61492000E-03,+784.10801763E-03
+5.61496000E-03,+779.39696237E-03
+5.61500000E-03,+764.00751533E-03
+5.61504000E-03,+774.68590712E-03
+5.61508000E-03,+764.00751533E-03
+5.61512000E-03,+774.68590712E-03
+5.61516000E-03,+779.39696237E-03
+5.61520000E-03,+779.39696237E-03
+5.61524000E-03,+779.39696237E-03
+5.61528000E-03,+779.39696237E-03
+5.61532000E-03,+779.39696237E-03
+5.61536000E-03,+764.00751534E-03
+5.61540000E-03,+759.29646008E-03
+5.61544000E-03,+759.29646008E-03
+5.61548000E-03,+759.29646008E-03
+5.61552000E-03,+743.90701304E-03
+5.61556000E-03,+754.58540482E-03
+5.61560000E-03,+743.90701304E-03
+5.61564000E-03,+739.19595778E-03
+5.61568000E-03,+754.58540482E-03
+5.61572000E-03,+759.29646008E-03
+5.61576000E-03,+728.51756600E-03
+5.61580000E-03,+749.87434956E-03
+5.61584000E-03,+743.90701304E-03
+5.61588000E-03,+739.19595778E-03
+5.61592000E-03,+754.58540482E-03
+5.61596000E-03,+743.90701304E-03
+5.61600000E-03,+723.80651074E-03
+5.61604000E-03,+734.48490252E-03
+5.61608000E-03,+723.80651074E-03
+5.61612000E-03,+734.48490252E-03
+5.61616000E-03,+739.19595778E-03
+5.61620000E-03,+739.19595778E-03
+5.61624000E-03,+739.19595778E-03
+5.61628000E-03,+723.80651074E-03
+5.61632000E-03,+719.09545548E-03
+5.61636000E-03,+734.48490252E-03
+5.61640000E-03,+708.41706371E-03
+5.61644000E-03,+698.99495319E-03
+5.61648000E-03,+714.38440022E-03
+5.61652000E-03,+734.48490252E-03
+5.61656000E-03,+723.80651074E-03
+5.61660000E-03,+703.70600845E-03
+5.61664000E-03,+714.38440022E-03
+5.61668000E-03,+719.09545548E-03
+5.61672000E-03,+703.70600845E-03
+5.61676000E-03,+714.38440022E-03
+5.61680000E-03,+719.09545548E-03
+5.61684000E-03,+703.70600845E-03
+5.61688000E-03,+698.99495319E-03
+5.61692000E-03,+698.99495319E-03
+5.61696000E-03,+698.99495319E-03
+5.61700000E-03,+698.99495319E-03
+5.61704000E-03,+714.38440022E-03
+5.61708000E-03,+719.09545548E-03
+5.61712000E-03,+734.48490252E-03
+5.61716000E-03,+723.80651075E-03
+5.61720000E-03,+719.09545548E-03
+5.61724000E-03,+703.70600845E-03
+5.61728000E-03,+698.99495319E-03
+5.61732000E-03,+698.99495319E-03
+5.61736000E-03,+714.38440022E-03
+5.61740000E-03,+703.70600845E-03
+5.61744000E-03,+714.38440022E-03
+5.61748000E-03,+703.70600845E-03
+5.61752000E-03,+698.99495319E-03
+5.61756000E-03,+698.99495319E-03
+5.61760000E-03,+714.38440022E-03
+5.61764000E-03,+719.09545548E-03
+5.61768000E-03,+734.48490251E-03
+5.61772000E-03,+723.80651075E-03
+5.61776000E-03,+719.09545548E-03
